Имя пользователя,Ссылка,Время,Текст,Хэштеги
Anna,@_auslanderin,27 мар. 2020 г.,"Здесь выкладывают переводы офиц. инструкций, документов, рекомендаций для анестезиологов и реаниматологов по лечению Covid-19. Можно также на телеграм подписаться: http://relaxandoit.ru/air",
Cобытия дня в России,@smnewsru,27 мар. 2020 г.,Мурманский губернатор обвинил в граждан бессознательности из-за новых случаев заражения,
Vadim Kolyada,@Vadimkomp,27 мар. 2020 г.,Dyson готовит к выпуску CoVent – аппарат искусственной вентиляции легких #dyson #covent #coronavirus #ИВЛ #коронавирус #Covid19 #технологии #великобритания http://irvispress.ru/novelty/james-dyson-comes-into-the-fight-with-the-epidemic/…,#covid #covid19 #коронавирус
Boris Крит,@Borisk221,27 мар. 2020 г.,В ответ ,
Товарищ 茶色,@Cristo_bravo,27 мар. 2020 г.,#COVIDー19 ,#covid
Sentinel #Україна,@You_are_Future,27 мар. 2020 г.,Свежая социология по #коронавирус в #Україна,#коронавирус
Original Trapstar,@Original_TRPSTR,27 мар. 2020 г.,"Covid-19 наглядно доказывает, что теория семи рукопожатий работает и множество жителей планеты заочно знакомы с тем самым китайцем, попробовавшим суп из летучей мыши.",
Диалог.UA,@Dialog_UA,27 мар. 2020 г.,"В Украине от COVID-19 вылечились трое жителей региона, где был зафиксирован первый случай коронавируса   https://dialog.ua/ukraine/203964_1585251379…",
RusNext РусскаяВесна,@rusnextru,27 мар. 2020 г.,"Пик заболеваемости коронавирусом в столице может наступить в середине — конце следующей недели, считает главный врач больницы в Коммунарке Денис Проценко. #Коронавирус #Коммунарка #РусскаяВесна #RusNext",#коронавирус
Интерфакс,@interfax_news,27 мар. 2020 г.,В московской мэрии рассказали о поимке больного COVID-19 c помощью уличных камер http://amp.gs/0ABC,
Ирина Шматкова,@Irinashmat1,27 мар. 2020 г.,Наступила глобальная самоизоляция. Сам себе зубной врач,
Интерфакс-Украина,@interfaxua,27 мар. 2020 г.,В Украине зафиксировано 196 случаев инфицированных коронавирусом,
amaraa,@amarcengel,27 мар. 2020 г.,В ответ ,
KP.RU - Ставрополь,@StavKP,27 мар. 2020 г.,"Во исполнение поручений Президента, прозвучавших в обращении к гражданам России в связи с коронавирусом, губернатор Старополья Владимир Владимиров принял принял ряд ограничительных мер:",
Татьяна Ларина,@Tatidara,27 мар. 2020 г.,Как #коронавирус воздействует на #организм #человека,#коронавирус
Sentinel #Україна,@You_are_Future,27 мар. 2020 г.,196 выявленных зараженных #коронавирус в #Україна ,#коронавирус
Морио из Онтарио,@KLANDAIK33,27 мар. 2020 г.,Эпл отложила выход нового айфона на декабрь. Походу новый айфон будет с бесконтактным термометром #коронавирус,#коронавирус
ТЕЛЕПРОПУСК,@TELEPROPUSK,27 мар. 2020 г.,Так вот в чём дело! ,
Amma Russia,@Amma_Russia,27 мар. 2020 г.,Видеообращение Аммы по поводу коронавируса Covid-19 https://youtu.be/62BOvKckpAs ,
Экспресс газета,@ExpressGazeta,27 мар. 2020 г.,У Игоря Николаева подозревают коронавирус,
Сергей Лебедев,@EdzXRb61wnOiyWp,27 мар. 2020 г.,Вот это по нашему!!! #коронавирус https://instagram.com/p/B-Nbq8TJCoA/?igshid=1xd5wvvqwugvd…,#коронавирус
beomgyu.,@seistark2611,27 мар. 2020 г.,"Надеюсь, что весь этот пиздец с #коронавирус ом скоро закончится. Но наблюдая за тем, как к этому относятся люди в нашей стране, верится с трудом.",#коронавирус
UcrotitelJidov,@IbragimKadyrov,27 мар. 2020 г.,Ассаламу Алайкум Вежарий-Йижарий!,
Тюльпанка,@operatsio,27 мар. 2020 г.,Мурашко: медики готовятся ко всем вариантам развития ситуации с COVID-19 — РТ на русском https://russian.rt.com/russia/news/732256-murashko-mediki-koronavirus…,
